id,Type,Region,tags.power,tags.voltage,tags.name,tags.circuits,tags.frequency,tags.source,x1,y1,x2,y2,DC,status,notes
0,way,SG,line,230000,Woodland - Upper Jurong,3,50,GENI,103.810604036892,1.46223677232137,103.684346399999,1.32882020000002,FALSE,Existing,
1,way,SG,line,230000,Woodland - Choa Chu Kang,3,50,GENI,103.810604036892,1.46223677232137,103.755504587834,1.37631737017714,FALSE,Existing,
2,way,SG,line,230000,Woodland - Ayer Rajah,3,50,GENI,103.810604036892,1.46223677232137,103.789316640636,1.29691003937399,FALSE,Existing,
3,way,SG,line,230000,Woodland - Kallang Basin,3,50,GENI,103.810604036892,1.46223677232137,103.87089430089,1.32002329666033,FALSE,Existing,
4,way,SG,line,230000,Woodland - Tampines,3,50,GENI,103.810604036892,1.46223677232137,103.927062556895,1.36562703348794,FALSE,Existing,
5,way,SG,line,230000,Choa Chu Kang - Ayer RaJah,3,50,GENI,103.755504587834,1.37631737017714,103.789316640636,1.29691003937399,FALSE,Existing,
6,way,SG,line,230000,Upper Jurong - Jurong Island,3,50,GENI,103.684346399999,1.32882020000002,103.707531368932,1.27118748255356,FALSE,Existing,
7,way,SG,line,230000,Jurong Island - Ayer Rajah,3,50,GENI,103.707531368932,1.27118748255356,103.789316640636,1.29691003937399,FALSE,Existing,
8,way,SG,line,230000,Upper Jurong - Ayer Rajah,3,50,GENI,103.684346399999,1.32882020000002,103.789316640636,1.29691003937399,FALSE,Existing,
9,way,SG,line,400000,Ayer Rajah - Tuas PS,3,50,GENI,103.789316640636,1.29691003937399,103.637291375797,1.28833972616484,FALSE,Existing,
10,way,SG,line,230000,Ayer Rajah - Kg Java,3,50,GENI,103.789316640636,1.29691003937399,103.844348184356,1.31289055652993,FALSE,Existing,
11,way,SG,line,400000,Ayer Rajah - Kallang Basin,3,50,GENI,103.789316640636,1.29691003937399,103.87089430089,1.32002329666033,FALSE,Existing,
12,way,SG,line,230000,Kg Java - Kallang Basin,3,50,GENI,103.844348184356,1.31289055652993,103.87089430089,1.32002329666033,FALSE,Existing,
13,way,SG,line,230000,Kallang Basin - Paya Lebar,3,50,GENI,103.87089430089,1.32002329666033,103.898950234584,1.33322795751993,FALSE,Existing,
14,way,SG,line,230000,Paya Lebar - Tampines,3,50,GENI,103.898950234584,1.33322795751993,103.927062556895,1.36562703348794,FALSE,Existing,
15,way,ID,line,275000,Sigli - Arun,3,50,ESDM 2020,95.9637045140265,5.35055736812164,97.0884352999998,5.2144404,FALSE,Construction,
